Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Conditional,The conditional expression s.contains("<verbosegc") && (s.contains("version=\"R26_Java6") || s.contains("version=\"R27_Java7") || s.contains("version=\"R28_Java8")) is complex.,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Complex Method,Cyclomatic complexity of the method is 43,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.INFO)) getLogger().info("File format: Sun / Oracle / OpenJdk 1.6.x .. 1.8.x G1 collector");" is 124.,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "else if (s.indexOf("<GC: ") == 0 && s.contains(">") && new StringTokenizer(s.substring(0`s.indexOf(">") + 1)`" ").countTokens() == 20) {" is 136.,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "else if (s.startsWith("<GC: ") && s.contains(">") && new StringTokenizer(s.substring(0`s.indexOf(">") + 1)`" ").countTokens() == 22) {" is 134.,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Long Statement,The length of the statement "else if (s.contains("<verbosegc") && (s.contains("version=\"R26_Java6") || s.contains("version=\"R27_Java7") || s.contains("version=\"R28_Java8"))) {" is 149.,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Magic Number,The method contains a magic number: 20,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,getDataReaderBySample,Magic Number,The method contains a magic number: 22,109
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,isGZipped,Magic Number,The method contains a magic number: 2,227
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,isGZipped,Magic Number,The method contains a magic number: 8,227
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Complex Method,Cyclomatic complexity of the method is 27,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Long Method,The method has 105 lines of code.,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.FINE)) getLogger().fine("Ignoring line " + in.getLineNumber() + ". Missing \"[memory ]\" marker: "+ line);" is 139.,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("Malformed line (" + in.getLineNumber() + "). Missing colon after start time: "+ line);" is 150.,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Magic Number,The method contains a magic number: 3,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Magic Number,The method contains a magic number: 2,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,read,Magic Number,The method contains a magic number: 1000.0d,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Complex Conditional,The conditional expression !"".equals(trimmedLine) && !trimmedLine.startsWith("<GC: ") && !trimmedLine.startsWith("<") is complex.,39
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Complex Method,Cyclomatic complexity of the method is 18,39
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 1000.0d,39
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 2,39
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 2,39
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Magic Number,The method contains a magic number: 3,39
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@e2448b4,39
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 2,137
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 1000.0d,137
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePreUsed,Magic Number,The method contains a magic number: 1024L,143
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePreUsedAFAction3,Magic Number,The method contains a magic number: 1024L,157
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePostUsed,Magic Number,The method contains a magic number: 1024L,165
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTotalAfterGC,Magic Number,The method contains a magic number: 1024L,173
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 3,179
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 1024L,179
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePause,Magic Number,The method contains a magic number: 3,185
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,parsePause,Magic Number,The method contains a magic number: 1000.0d,185
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Complex Conditional,The conditional expression (!trimmedLine.equals("")) && (!trimmedLine.startsWith("<GC: ")) && (!(trimmedLine.startsWith("<") && trimmedLine.endsWith(">"))) is complex.,27
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Complex Method,Cyclomatic complexity of the method is 16,27
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Magic Number,The method contains a magic number: 2,27
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Magic Number,The method contains a magic number: 3,27
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Magic Number,The method contains a magic number: 4,27
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@50e9b5f4,27
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 2,88
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTimeSinceLastAF,Magic Number,The method contains a magic number: 1000.0d,88
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePreUsed,Magic Number,The method contains a magic number: 1024l,94
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePostUsed,Magic Number,The method contains a magic number: 1024L,106
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTotalAfterGC,Magic Number,The method contains a magic number: 1024L,113
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 3,119
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parseTotalAfterHeapExpansion,Magic Number,The method contains a magic number: 1024L,119
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePause,Magic Number,The method contains a magic number: 3,125
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,parsePause,Magic Number,The method contains a magic number: 1000.0d,125
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 2,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 4,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1000.0,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 6,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1000.0,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 12,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1024,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 13,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1024,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 14,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,parseMatch,Magic Number,The method contains a magic number: 1024,78
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Complex Method,Cyclomatic complexity of the method is 9,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("Malformed line (" + in.getLineNumber() + "). Wrong number of tokens ("+ st.countTokens()+ "): "+ line);" is 167.,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("Malformed line (" + in.getLineNumber() + "). Expected \"<GC:\" in "+ line);" is 139.,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 20,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,read,Magic Number,The method contains a magic number: 1024,28
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,MonitoredBufferedInputStream,Magic Number,The method contains a magic number: 8192,30
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,MonitoredBufferedInputStream,Magic Number,The method contains a magic number: 100L,34
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,updateCounters,Magic Number,The method contains a magic number: 100,46
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,updateCounters,Magic Number,The method contains a magic number: 100,46
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,updateCounters,Magic Number,The method contains a magic number: 100,46
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,getPercentageRead,Magic Number,The method contains a magic number: 100,104
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,getPercentageRead,Magic Number,The method contains a magic number: 100L,104
imp,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
imp,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
imp,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
imp,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getMemoryInKiloByte,Magic Number,The method contains a magic number: 1024,24
imp,com.tagtraum.perf.gcviewer.imp,DataReaderTools,getLookupTypeName,Magic Number,The method contains a magic number: 2,104
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Complex Method,Cyclomatic complexity of the method is 33,179
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Long Identifier,The length of the field GC_CONCURRENT_STRING_DEDUPLICATION is 34.,179
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Long Method,The method has 160 lines of code.,179
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Magic Number,The method contains a magic number: 2,179
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,read,Magic Number,The method contains a magic number: 200,179
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,hasIncompleteConcurrentEvent,Long Statement,The length of the statement "return !nextIsTimestamp(line`parsePosition) && !nextIsDatestamp(line`parsePosition) && line.contains("incomplete_concurrent_event");" is 132.,375
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,isPrintTenuringDistribution,Long Statement,The length of the statement "return (line.indexOf("GC pause") >= 0 && line.endsWith(")")) || (line.indexOf(Type.FULL_GC.getName()) >= 0 && line.endsWith(")"));" is 130.,382
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,parseDetails,Complex Conditional,The conditional expression line.charAt(0) != ' ' && !hasTimes && (nextIsDatestamp(line`pos) || nextIsTimestamp(line`pos)) is complex.,394
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,parseDetails,Complex Method,Cyclomatic complexity of the method is 11,394
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,parseDetails,Long Identifier,The length of the field INCOMPLETE_CONCURRENT_EVENT_INDICATOR is 37.,394
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,parseDetails,Long Parameter List,The method has 5 parameters. ,394
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,parseIncompleteConcurrentEvent,Long Statement,The length of the statement "model.add(parseConcurrentEvent(line`pos`previousEvent != null ? previousEvent.getDatestamp() : null`previousEvent != null ? previousEvent.getTimestamp() : 0`type));" is 164.,526
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,parseConcurrentEvent,Long Parameter List,The method has 5 parameters. ,596
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,skipLinesRespectingConcurrentEvents,Long Identifier,The length of the field INCOMPLETE_CONCURRENT_EVENT_INDICATOR is 37.,625
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,skipLinesRespectingConcurrentEvents,Magic Number,The method contains a magic number: 200,625
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,skipLinesRespectingConcurrentEvents,Magic Number,The method contains a magic number: 200,625
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,read,Complex Method,Cyclomatic complexity of the method is 16,38
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,read,Magic Number,The method contains a magic number: 1000.0d,38
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,read,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6470078d,38
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,parseInitialHeap,Magic Number,The method contains a magic number: 17,157
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,parseTotalAfterGC,Magic Number,The method contains a magic number: 17,170
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,parseFreed,Magic Number,The method contains a magic number: 14,183
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,parseCurrentCycle,Magic Number,The method contains a magic number: 29,195
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,parsePreviousCycle,Magic Number,The method contains a magic number: 30,207
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,parsePause,Magic Number,The method contains a magic number: 23,219
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,parsePause,Magic Number,The method contains a magic number: 1000.0d,219
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Complex Method,Cyclomatic complexity of the method is 39,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Long Method,The method has 131 lines of code.,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.FINE)) getLogger().fine("Ignoring line " + in.getLineNumber() + ". Missing \"[memory ]\" marker: "+ line);" is 139.,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("GC log contains OutOfMemory error: " + line.substring(startTimeIndex));" is 135.,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Long Statement,The length of the statement "if (getLogger().isLoggable(Level.WARNING)) getLogger().warning("Malformed line (" + in.getLineNumber() + "). Missing colon after start time: "+ line);" is 150.,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Magic Number,The method contains a magic number: 2,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Magic Number,The method contains a magic number: 3,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,read,Magic Number,The method contains a magic number: 1000.0d,29
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_3_1,read,Complex Method,Cyclomatic complexity of the method is 11,32
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_3_1,read,Empty catch clause,The method has an empty catch block.,32
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_3_1,read,Magic Number,The method contains a magic number: 64,32
imp,com.tagtraum.perf.gcviewer.imp,AbstractDataReader,AbstractDataReader,Magic Number,The method contains a magic number: 64,28
imp,com.tagtraum.perf.gcviewer.imp,AbstractDataReader,AbstractDataReader,Magic Number,The method contains a magic number: 1024,28
