Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
imp,com.tagtraum.perf.gcviewer.imp,DataReaderFacade,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,IBMJ9SAXHandler.AF,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,IBMJ9SAXHandler.AF,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: type; id; timestamp; elapsedTime; intervalms; minRequestedBytes; timeExclusiveAccessMs; initialFreeBytes; initialTotalBytes; initialSOAFreeBytes; initialSOATotalBytes; initialLOAFreeBytes; initialLOATotalBytes; afterFreeBytes; afterTotalBytes; afterSOAFreeBytes; afterSOATotalBytes; afterLOAFreeBytes; afterLOATotalBytes; gcType; gcIntervalms; gcSoftRefsCleared; gcWeakRefsCleared; gcPhantomRefsCleared; gcTimeMark; gcTimeSweep; gcTimeCompact; gcTime; totalTime
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractDataReaderSun
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM_J9_R28,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_4_1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_6_0,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_1,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: read
imp,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 33 methods
imp,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging.ParseContext,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: REGION_SIZE_KEY; partialEventsMap; info; line; currentEvent
imp,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging.ParseContext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging.ParseContext,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: REGION_SIZE_KEY; partialEventsMap; info; line; currentEvent
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: read
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM_J9_5_0,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: read
imp,com.tagtraum.perf.gcviewer.imp,DataReaderGo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,UnknownGcTypeException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ParseException
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PROGRESS; propertyChangeSupport; percentRead; firstPercentBound; contentLength; bytesRead
imp,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream.ProgressCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,GcLogType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractDataReaderSun
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: read
imp,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_3_1,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
imp,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_3_1,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractDataReaderSun
imp,com.tagtraum.perf.gcviewer.imp,AbstractDataReader,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: read
imp,com.tagtraum.perf.gcviewer.imp,AbstractDataReader,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: AbstractDataReaderSun; DataReaderIBM_J9_R28; DataReaderHPUX1_4_1; DataReaderJRockit1_6_0; DataReaderIBM1_3_1; DataReaderUnifiedJvmLogging; DataReaderSun1_2_2; DataReaderJRockit1_4_2; DataReaderIBM1_4_2; DataReaderIBM_J9_5_0; DataReaderIBM1_3_0; DataReaderGo; DataReaderHPUX1_2; DataReaderIBMi5OS1_4_2; DataReaderJRockit1_5_0
